similar_product,similar_inv_scancode,similar_inv_pk,similarity_score,similar_brd_name,similar_dpt_name,original_product,inv_pk,brd_name,inv_scancode
organic just pomegranate juice,26780,74682107883,0.96421534,R  W  Knudsen                 ,Packaged Grocery              ,popcorn butter microwave og,8555,R  W  Knudsen                 ,74682103038
organic white grape juice,22055,36192122893,0.98917675,Santa Cruz                    ,Packaged Grocery              ,popcorn butter microwave og,8555,R  W  Knudsen                 ,74682103038
organic just blueberry juice,8584,74682107845,0.969888,R  W  Knudsen                 ,Packaged Grocery              ,popcorn butter microwave og,8555,R  W  Knudsen                 ,74682103038
organic just tart cherry juice,8582,74682107821,0.969888,R  W  Knudsen                 ,Packaged Grocery              ,popcorn butter microwave og,8555,R  W  Knudsen                 ,74682103038
organic kosher grape juice,32367,73490131318,0.9626305,Kedem                         ,Packaged Grocery              ,macaroni & cheese mild cheddar,8583,R  W  Knudsen                 ,74682107838
just black cherry juice,8558,74682103090,0.9665998,R  W  Knudsen                 ,Packaged Grocery              ,macaroni & cheese mild cheddar,8583,R  W  Knudsen                 ,74682107838
organic pure pink grapefruit juice,8347,42608459750,0.96342516,Lakewood                      ,Packaged Grocery              ,macaroni & cheese mild cheddar,8583,R  W  Knudsen                 ,74682107838
organic unsweetened soy milk,26928,74873970951,1,Westbrae Natural              ,Packaged Grocery              ,bath tissue 2-ply sustainable,8601,Westbrae Natural              ,74873970838
organic original soy  milk,22967,74873960259,1,Westbrae Natural              ,Packaged Grocery              ,bath tissue 2-ply sustainable,8601,Westbrae Natural              ,74873970838
westsoy og unsweetened,8588,74873960150,1,Westbrae Natural              ,Packaged Grocery              ,bath tissue 2-ply sustainable,8601,Westbrae Natural              ,74873970838
organic elderberry juice,1171837,8.99E+11,0.9669301,Biotta                        ,Packaged Grocery              ,sauce spicy arrabbiata og,8264,Martinelli's                  ,41244000098
unfiltered apple juice,1018575,41244040100,0.99208033,Martinelli's                  ,Packaged Grocery              ,sauce spicy arrabbiata og,8264,Martinelli's                  ,41244000098
apple & aronia berry drink,383170,7.50E+11,0.96677727,Naturao                       ,Packaged Grocery              ,sauce spicy arrabbiata og,8264,Martinelli's                  ,41244000098
pineapple water & aronia berry drink,383168,7.50E+11,0.96128315,Naturao                       ,Packaged Grocery              ,sauce spicy arrabbiata og,8264,Martinelli's                  ,41244000098
organic apple juice,69870,42563606008,0.98691636,Field Day                     ,Packaged Grocery              ,sauce spicy arrabbiata og,8264,Martinelli's                  ,41244000098
wild pink salmon no salt,553192,42563606282,0.9691262,Field Day                     ,Packaged Grocery              ,shells & cheese mild cheddar og,8334,Natural Sea                   ,42563007126
extra virgin olive oil anchovies,486139,8.60E+11,0.9733703,Fish Wife                     ,Packaged Grocery              ,shells & cheese mild cheddar og,8334,Natural Sea                   ,42563007126
mackerel evoo fillets,42167,8.30E+11,0.9688599,Wild Planet                   ,Packaged Grocery              ,shells & cheese mild cheddar og,8334,Natural Sea                   ,42563007126
anchovy paste,25559,73230008306,0.9733703,Crown Prince                  ,Packaged Grocery              ,shells & cheese mild cheddar og,8334,Natural Sea                   ,42563007126
flat filets anchovies in olive oil,24772,73230008313,0.9623978,Crown Prince                  ,Packaged Grocery              ,shells & cheese mild cheddar og,8334,Natural Sea                   ,42563007126
milked almonds unsweetened,47410,18944001021,0.9773821,Elmhurst                      ,Packaged Grocery              ,imported extra virgin olive oil,8266,Blue Diamond                  ,41570068366
vanilla unsweetened almond milk,21706,41570054161,1.0000002,Blue Diamond                  ,Packaged Grocery              ,imported extra virgin olive oil,8266,Blue Diamond                  ,41570068366
