inv_pk,inv_scancode,original_product,similar_product,similarity_score,similar_inv_pk,similar_brd_name,similar_dpt_name
553146,97137353277,fettuccine chicken alfredo,cauliflower alfredo,0.99113778,49463,Mindful Kitchen               ,Grab & Go                     
553146,97137353277,fettuccine chicken alfredo,chicken marsala,0.988880444,486223,Blount                        ,Grab & Go                     
553146,97137353277,fettuccine chicken alfredo,chicken cashew korma,0.987261889,553187,Cafe Spice                    ,Grab & Go                     
553146,97137353277,fettuccine chicken alfredo,grilled chicken breast,0.987187995,214492,Tru Grill                     ,Grab & Go                     
553146,97137353277,fettuccine chicken alfredo,vegan macaroni & cheese,0.986985611,106195,Mindful Kitchen               ,Grab & Go                     
553147,25317345507,fully cooked bacon,no sugar bacon og,0.984882143,105500,Applegate                     ,Meat                          
553147,25317345507,fully cooked bacon,fruitwood smoked bacon,0.978383508,68277,North Country                 ,Meat                          
553147,25317345507,fully cooked bacon,applewood smoked uncured bacon,0.978302922,106245,North Country                 ,Meat                          
553147,25317345507,fully cooked bacon,bacon dry rubbed uncured,0.977899329,40509,Garrett Valley                ,Meat                          
553147,25317345507,fully cooked bacon,nitrate free bacon,0.976915604,23731,Aberdeen Hill Farms           ,Meat                          
553147,25317345507,fully cooked bacon,smoked applewood bacon,0.975688373,282136,Meyer                         ,Meat                          
553147,25317345507,fully cooked bacon,bacon dry rubbed sf paleo,0.97512345,42872,Garrett Valley                ,Meat                          
553082,8.60E+11,cranberry almond crisps,rosemary whole wheat crackers,0.990572283,1319863,Back To Nature                ,Packaged Grocery              
553082,8.60E+11,cranberry almond crisps,crispy wheat crackers,0.990337979,1319864,Back To Nature                ,Packaged Grocery              
553082,8.60E+11,cranberry almond crisps,maple cinnamon currant crackers,0.990161623,553079,Better With Buckwheat         ,Packaged Grocery              
553082,8.60E+11,cranberry almond crisps,wild blueberry walnut crackers,0.990076722,553081,Better With Buckwheat         ,Packaged Grocery              
553082,8.60E+11,cranberry almond crisps,savory fig & thyme crackers,0.989189866,105380,Better With Buckwheat         ,Packaged Grocery              
553082,8.60E+11,cranberry almond crisps,organic white cheddar squares,0.98819589,47443,Annie's                       ,Packaged Grocery              
553082,8.60E+11,cranberry almond crisps,original soup & snack crackers,0.986997307,486159,Westminster Bakers            ,Packaged Grocery              
553105,8.51E+11,sparkling lemonade,sparkling citrus refresher,0.9948358,553104,Rieme                         ,Packaged Grocery              
553105,8.51E+11,sparkling lemonade,sparkling french limonade,0.993629302,553099,Rieme                         ,Packaged Grocery              
553105,8.51E+11,sparkling lemonade,sparkling blood orange refresher,0.993206125,553103,Rieme                         ,Packaged Grocery              
553105,8.51E+11,sparkling lemonade,coconut water,0.991195439,68484,Field Day                     ,Packaged Grocery              
553105,8.51E+11,sparkling lemonade,coconut water,0.991195439,68485,Field Day                     ,Packaged Grocery              
553105,8.51E+11,sparkling lemonade,mountain water,0.991162886,282000,Liquid Death                  ,Packaged Grocery              
553105,8.51E+11,sparkling lemonade,cider,0.990572673,1018574,Martinelli's                  ,NEW ITEMS                     
553099,8.51E+11,sparkling french limonade,sparkling lemonade,0.993629302,553105,Rieme                         ,Packaged Grocery              
553099,8.51E+11,sparkling french limonade,sparkling citrus refresher,0.991637141,553104,Rieme                         ,Packaged Grocery              
553099,8.51E+11,sparkling french limonade,sparkling blood orange refresher,0.990012706,553103,Rieme                         ,Packaged Grocery              
553099,8.51E+11,sparkling french limonade,coconut water,0.988008485,68484,Field Day                     ,Packaged Grocery              
553099,8.51E+11,sparkling french limonade,coconut water,0.988008485,68485,Field Day                     ,Packaged Grocery              
553099,8.51E+11,sparkling french limonade,seltzer blueberry limonade,0.987977643,45184,Polar Seltzer                 ,Packaged Grocery              
553099,8.51E+11,sparkling french limonade,mountain water,0.987976037,282000,Liquid Death                  ,Packaged Grocery              
553104,8.51E+11,sparkling citrus refresher,sparkling blood orange refresher,0.996212927,553103,Rieme                         ,Packaged Grocery              
553104,8.51E+11,sparkling citrus refresher,sparkling lemonade,0.9948358,553105,Rieme                         ,Packaged Grocery              
553104,8.51E+11,sparkling citrus refresher,sparkling french limonade,0.991637141,553099,Rieme                         ,Packaged Grocery              
553104,8.51E+11,sparkling citrus refresher,coconut water,0.989208158,68484,Field Day                     ,Packaged Grocery              
553104,8.51E+11,sparkling citrus refresher,coconut water,0.989208158,68485,Field Day                     ,Packaged Grocery              
553104,8.51E+11,sparkling citrus refresher,mountain water,0.98917567,282000,Liquid Death                  ,Packaged Grocery              
553104,8.51E+11,sparkling citrus refresher,cider,0.98858664,1018574,Martinelli's                  ,NEW ITEMS                     
553103,8.51E+11,sparkling blood orange refresher,sparkling citrus refresher,0.996212927,553104,Rieme                         ,Packaged Grocery              
553103,8.51E+11,sparkling blood orange refresher,sparkling lemonade,0.993206125,553105,Rieme                         ,Packaged Grocery              
553103,8.51E+11,sparkling blood orange refresher,sparkling french limonade,0.990012706,553099,Rieme                         ,Packaged Grocery              
553103,8.51E+11,sparkling blood orange refresher,blood orange sparkling water,0.989733244,1037654,Spindrift                     ,Packaged Grocery              
553103,8.51E+11,sparkling blood orange refresher,blood orange sparkling water,0.989733244,315726,Recess                        ,Packaged Grocery              
553103,8.51E+11,sparkling blood orange refresher,blood orange cranberry seltzer,0.9890624,383241,Polar Seltzer                 ,Packaged Grocery              
553103,8.51E+11,sparkling blood orange refresher,blood orange lemonade seltzer,0.988990901,69822,Polar Seltzer                 ,Packaged Grocery              
553100,8.50E+11,og freezer pops,drink apple vinegar grape acai og,0.92576168,30402,Braggs                        ,Packaged Grocery              
553100,8.50E+11,og freezer pops,organic limeade juice,0.92450197,11479,Santa Cruz                    ,Packaged Grocery              
553100,8.50E+11,og freezer pops,apple juice 8pk,0.922690033,670029,Lakewood                      ,Packaged Grocery              
553100,8.50E+11,og freezer pops,organic concord grape juice,0.922671874,44783,Field Day                     ,Packaged Grocery              
553100,8.50E+11,og freezer pops,strawberry fruit bar 4pk og,0.922637717,44021,Natural Choice                ,Frozen                        
553100,8.50E+11,og freezer pops,recharge grape juice,0.921925173,44801,R  W  Knudsen                 ,Packaged Grocery              
553100,8.50E+11,og freezer pops,organic lemonade peach juice,0.921875564,34867,Santa Cruz                    ,Packaged Grocery              
553151,8.53E+11,pure coconut yogurt og,unsweetened vanilla yogurt og,0.993827391,553153,CocoJune                      ,Refrigerated                  
553151,8.53E+11,pure coconut yogurt og,yogurt vanilla qt,0.992339285,28147,Ithaca Milk Company           ,Refrigerated                  
553151,8.53E+11,pure coconut yogurt og,yogurt blueberry qt,0.99182895,29966,Ithaca Milk Company           ,Refrigerated                  
553151,8.53E+11,pure coconut yogurt og,yogurt maple qt,0.991817852,28583,Ithaca Milk Company           ,Refrigerated                  
553151,8.53E+11,pure coconut yogurt og,yogurt black cherry qt,0.991294583,39548,Ithaca Milk Company           ,Refrigerated                  
553151,8.53E+11,pure coconut yogurt og,organic plain low-fat yogurt,0.991233754,6967,Seven Stars Dairy             ,Refrigerated                  
553151,8.53E+11,pure coconut yogurt og,yogurt greek 0% vanilla,0.990143834,45930,Chobani                       ,Refrigerated                  
553153,8.53E+11,unsweetened vanilla yogurt og,yogurt vanilla qt,0.996453954,28147,Ithaca Milk Company           ,Refrigerated                  
553153,8.53E+11,unsweetened vanilla yogurt og,yogurt blueberry qt,0.994646771,29966,Ithaca Milk Company           ,Refrigerated                  
553153,8.53E+11,unsweetened vanilla yogurt og,yogurt maple qt,0.994635642,28583,Ithaca Milk Company           ,Refrigerated                  
